"CBSA","CBSA Code","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Bridgeport-Stamford-Norwalk, CT","14860",1985,365,108,158,69,16,14,0,237,143,67,38,48,114,165,0,0
"Buffalo-Cheektowaga-Niagara Falls, NY","15380",1985,365,31,153,149,31,1,0,202,148,100,1,19,56,289,0,0
"Burlington-South Burlington, VT","15540",1985,360,313,40,6,1,0,0,151,60,33,83,46,128,93,0,10
"Butte-Silver Bow, MT","15580",1985,28,17,4,6,1,0,0,174,141,35,0,0,0,0,0,28
"Canton-Massillon, OH","15940",1985,365,168,143,48,6,0,0,169,109,54,1,47,154,160,0,3
"Carbondale-Marion, IL","16060",1985,355,218,109,27,1,0,0,151,95,43,0,0,187,168,0,0
"Carlsbad-Artesia, NM","16100",1985,213,182,21,7,3,0,0,200,69,0,0,0,0,213,0,0
"Carson City, NV","16180",1985,351,149,110,79,12,1,0,203,129,61,7,0,331,0,0,13
"Casper, WY","16220",1985,2,2,0,0,0,0,0,23,23,23,0,0,0,0,0,2
"Cedar Rapids, IA","16300",1985,365,166,105,83,11,0,0,180,122,55,16,0,100,245,0,4
"Central City, KY","16420",1985,335,196,108,27,4,0,0,200,97,44,0,0,153,182,0,0
"Champaign-Urbana, IL","16580",1985,364,286,66,10,2,0,0,164,71,36,0,0,306,58,0,0
"Charleston, WV","16620",1985,365,129,182,52,2,0,0,195,107,61,0,53,79,230,0,3
"Charleston-North Charleston, SC","16700",1985,365,262,87,16,0,0,0,136,80,40,37,0,224,78,0,26
"Charlotte-Concord-Gastonia, NC-SC","16740",1985,365,79,204,69,12,1,0,208,126,66,127,11,164,63,0,0
"Chattanooga, TN-GA","16860",1985,365,260,78,22,5,0,0,177,93,40,0,0,365,0,0,0
"Cheyenne, WY","16940",1985,57,56,1,0,0,0,0,56,34,22,0,0,0,0,0,57
"Chicago-Naperville-Elgin, IL-IN-WI","16980",1985,365,0,70,199,91,5,0,215,188,120,3,11,28,322,0,1
"Chico, CA","17020",1985,365,245,97,20,3,0,0,169,87,42,89,91,185,0,0,0
"Cincinnati, OH-KY-IN","17140",1985,365,10,84,229,40,2,0,221,154,115,3,14,41,307,0,0
"Clarksville, TN-KY","17300",1985,365,167,95,49,54,0,0,200,178,55,0,5,96,264,0,0
"Clearlake, CA","17340",1985,360,348,12,0,0,0,0,100,44,29,0,0,360,0,0,0
"Cleveland, TN","17420",1985,365,77,81,108,99,0,0,200,200,108,0,6,45,314,0,0
"Cleveland-Elyria, OH","17460",1985,365,15,78,217,54,1,0,203,158,115,2,1,38,324,0,0
"Clinton, IA","17540",1985,232,136,23,35,38,0,0,200,200,23,0,0,0,215,0,17
"Colorado Springs, CO","17820",1985,359,270,84,5,0,0,0,148,69,44,119,59,181,0,0,0
"Columbia, SC","17900",1985,365,251,80,26,8,0,0,182,97,42,63,0,273,19,0,10
"Columbus, GA-AL","17980",1985,275,199,64,12,0,0,0,129,80,43,0,0,275,0,0,0
"Columbus, OH","18140",1985,365,131,175,52,7,0,0,182,112,58,43,66,95,161,0,0
"Concord, NH","18180",1985,365,110,101,128,26,0,0,198,144,87,0,0,18,347,0,0
"Corpus Christi, TX","18580",1985,364,243,87,25,8,1,0,201,94,40,0,0,205,67,0,92
"Cullman, AL","18980",1985,214,144,59,11,0,0,0,150,87,44,0,0,214,0,0,0
"Cumberland, MD-WV","19060",1985,342,230,95,15,2,0,0,159,85,41,46,0,192,104,0,0
"Dallas-Fort Worth-Arlington, TX","19100",1985,365,132,135,40,34,24,0,238,174,62,13,100,208,31,0,13
"Davenport-Moline-Rock Island, IA-IL","19340",1985,365,210,129,25,1,0,0,172,90,47,29,0,202,134,0,0
"Dayton, OH","19380",1985,365,212,130,18,5,0,0,164,90,47,27,87,152,98,0,1
"Decatur, AL","19460",1985,346,333,13,0,0,0,0,79,40,19,0,0,0,346,0,0
"Decatur, IL","19500",1985,362,184,85,69,24,0,0,192,136,50,0,0,155,193,0,14
"Deltona-Daytona Beach-Ormond Beach, FL","19660",1985,324,324,0,0,0,0,0,47,7,0,0,0,0,324,0,0
"Denver-Aurora-Lakewood, CO","19740",1985,365,45,215,93,4,7,1,428,122,80,98,163,80,16,0,8
"Des Moines-West Des Moines, IA","19780",1985,365,284,75,6,0,0,0,147,63,40,155,0,175,0,0,35
"Detroit-Warren-Dearborn, MI","19820",1985,365,66,177,111,11,0,0,192,126,82,12,18,43,291,0,1
"Dickinson, ND","19860",1985,365,330,28,6,1,0,0,158,49,21,0,0,0,263,0,102
"Dodge City, KS","19980",1985,18,18,0,0,0,0,0,40,35,15,0,0,0,0,0,18
"Dover, DE","20100",1985,358,190,113,40,14,1,0,216,122,46,0,0,213,145,0,0
"Dubuque, IA","20220",1985,349,301,37,10,1,0,0,152,57,26,244,0,0,105,0,0
"Duluth, MN-WI","20260",1985,362,292,67,2,0,0,1,427,59,34,229,0,0,37,0,96
"Durham-Chapel Hill, NC","20500",1985,341,195,120,19,7,0,0,177,93,47,200,0,141,0,0,0
"Edwards, CO","20780",1985,4,4,0,0,0,0,0,21,21,19,0,0,0,0,0,4
"Effingham, IL","20820",1985,358,267,73,14,4,0,0,169,87,36,0,0,358,0,0,0
"El Centro, CA","20940",1985,228,126,66,28,8,0,0,192,115,46,0,0,228,0,0,0
"El Dorado, AR","20980",1985,351,320,27,4,0,0,0,114,50,14,0,0,0,351,0,0
"El Paso, TX","21340",1985,365,38,78,110,138,1,0,202,200,126,25,15,66,252,0,7
"Elmira, NY","21300",1985,365,306,50,8,1,0,0,159,64,35,0,0,276,89,0,0
"Erie, PA","21500",1985,365,173,130,57,5,0,0,190,111,52,27,40,104,185,0,9
"Escanaba, MI","21540",1985,357,341,9,7,0,0,0,148,43,0,0,0,0,357,0,0
"Eugene, OR","21660",1985,365,271,70,22,2,0,0,157,76,40,147,0,177,0,0,41
"Evanston, WY","21740",1985,34,34,0,0,0,0,0,48,39,30,0,0,0,0,0,34
"Evansville, IN-KY","21780",1985,365,3,39,161,161,1,0,208,200,145,0,2,18,345,0,0
"Fairbanks, AK","21820",1985,183,68,82,21,9,3,0,220,136,62,181,0,0,0,0,2
"Fargo, ND-MN","22020",1985,62,62,0,0,0,0,0,50,38,24,0,0,0,0,0,62
"Farmington, NM","22140",1985,228,106,78,42,2,0,0,153,107,56,41,10,0,177,0,0
"Fayetteville, NC","22180",1985,209,124,58,26,1,0,0,172,108,46,0,0,209,0,0,0
"Flagstaff, AZ","22380",1985,360,290,69,1,0,0,0,105,61,40,166,0,175,0,0,19
"Flint, MI","22420",1985,355,305,43,7,0,0,0,133,55,32,0,0,182,148,0,25
"Florence-Muscle Shoals, AL","22520",1985,269,150,50,59,10,0,0,194,132,39,0,0,0,269,0,0
"Fond du Lac, WI","22540",1985,168,115,36,13,4,0,0,164,101,44,0,0,168,0,0,0
"Fort Collins, CO","22660",1985,354,266,83,3,2,0,0,163,67,41,135,0,219,0,0,0
"Fort Madison-Keokuk, IA-IL-MO","22800",1985,152,115,20,9,8,0,0,200,106,16,0,0,0,152,0,0
"Fort Wayne, IN","23060",1985,339,236,75,22,6,0,0,192,97,39,0,0,197,125,0,17
"Fresno, CA","23420",1985,365,55,138,90,61,21,0,227,179,100,28,97,238,2,0,0
"Gadsden, AL","23460",1985,282,176,81,23,2,0,0,154,97,45,0,0,257,0,0,25
"Gainesville, FL","23540",1985,195,193,1,1,0,0,0,107,0,0,0,0,0,195,0,0
"Gardnerville Ranchos, NV","23820",1985,338,295,41,2,0,0,0,122,54,36,77,0,261,0,0,0
"Georgetown, SC","23860",1985,223,210,12,1,0,0,0,101,39,9,0,0,0,181,0,42
"Gillette, WY","23940",1985,5,5,0,0,0,0,0,19,19,14,0,0,0,0,0,5
"Glens Falls, NY","24020",1985,363,331,27,4,1,0,0,200,50,23,0,0,51,312,0,0
"Glenwood Springs, CO","24060",1985,111,100,9,2,0,0,0,108,46,28,0,0,0,0,0,111
"Grand Forks, ND-MN","24220",1985,35,35,0,0,0,0,0,47,41,24,0,0,0,0,0,35
"Grand Junction, CO","24300",1985,325,312,13,0,0,0,0,69,41,14,298,0,0,27,0,0
"Grand Rapids-Wyoming, MI","24340",1985,365,151,81,95,37,1,0,205,152,64,24,0,107,219,0,15
"Grants Pass, OR","24420",1985,356,202,142,12,0,0,0,138,83,47,349,0,0,0,0,7
"Great Falls, MT","24500",1985,326,297,29,0,0,0,0,88,49,28,322,0,0,0,0,4
"Greeley, CO","24540",1985,362,271,87,3,1,0,0,154,67,44,114,0,248,0,0,0
"Green Bay, WI","24580",1985,365,34,74,179,78,0,0,200,181,119,0,0,33,331,0,1
"Greensboro-High Point, NC","24660",1985,355,245,72,35,3,0,0,187,105,39,0,0,181,174,0,0
"Greenville, NC","24780",1985,351,268,55,26,2,0,0,159,93,32,0,0,208,143,0,0
"Greenville-Anderson-Mauldin, SC","24860",1985,350,240,84,21,5,0,0,177,93,41,0,0,291,47,0,12
"Guayama, PR","25020",1985,355,352,3,0,0,0,0,55,24,6,0,0,0,355,0,0
"Gulfport-Biloxi-Pascagoula, MS","25060",1985,332,216,67,42,7,0,0,200,112,41,0,0,161,171,0,0
"Hagerstown-Martinsburg, MD-WV","25180",1985,71,70,1,0,0,0,0,93,36,11,0,0,71,0,0,0
"Hanford-Corcoran, CA","25260",1985,299,181,72,35,11,0,0,190,115,44,0,0,299,0,0,0
"Hannibal, MO","25300",1985,27,26,1,0,0,0,0,51,44,21,0,0,0,0,0,27
"Harrisburg-Carlisle, PA","25420",1985,365,209,110,36,10,0,0,190,115,48,5,111,171,76,0,2
"Harrison, AR","25460",1985,41,41,0,0,0,0,0,34,24,16,0,0,0,0,0,41
"Hartford-West Hartford-East Hartford, CT","25540",1985,365,112,199,34,16,4,0,269,115,61,185,18,116,46,0,0
"Helena, MT","25740",1985,41,35,6,0,0,0,0,92,53,31,0,0,0,0,0,41
"Hickory-Lenoir-Morganton, NC","25860",1985,214,111,80,23,0,0,0,147,101,50,0,0,214,0,0,0
"Homosassa Springs, FL","26140",1985,67,53,7,6,1,0,0,156,108,14,0,0,0,67,0,0
"Houston-The Woodlands-Sugar Land, TX","26420",1985,365,63,139,82,40,41,0,296,203,93,6,50,160,143,0,6
"Huntington-Ashland, WV-KY-OH","26580",1985,365,32,109,167,56,1,0,205,164,108,0,15,69,281,0,0
"Indiana, PA","26860",1985,184,96,58,30,0,0,0,148,110,47,0,0,0,184,0,0
"Indianapolis-Carmel-Anderson, IN","26900",1985,365,13,111,206,32,3,0,213,150,110,12,4,58,289,0,2
"Iowa City, IA","26980",1985,119,112,6,1,0,0,0,112,48,33,0,0,119,0,0,0
"Iron Mountain, MI-WI","27020",1985,364,323,35,6,0,0,0,136,57,35,0,13,319,31,0,1
"Jackson, MS","27140",1985,361,317,38,6,0,0,0,150,52,34,139,0,222,0,0,0
"Jackson, WY-ID","27220",1985,3,3,0,0,0,0,0,34,34,26,0,0,0,0,0,3
"Jacksonville, FL","27260",1985,365,156,135,60,13,1,0,215,114,56,39,22,102,202,0,0
"Jamestown, ND","27420",1985,23,23,0,0,0,0,0,32,21,13,0,0,0,0,0,23
"Jamestown-Dunkirk-Fredonia, NY","27460",1985,355,209,71,70,5,0,0,160,115,40,0,0,0,355,0,0
"Janesville-Beloit, WI","27500",1985,365,160,124,78,3,0,0,177,118,60,0,63,77,213,0,12
"Jasper, IN","27540",1985,355,80,93,134,48,0,0,200,162,102,0,0,0,347,0,8
"Johnstown, PA","27780",1985,358,142,171,40,5,0,0,200,103,57,7,54,115,182,0,0
"Kalispell, MT","28060",1985,38,27,11,0,0,0,0,62,58,41,0,0,0,0,0,38
"Kankakee, IL","28100",1985,349,309,35,5,0,0,0,126,58,27,0,0,349,0,0,0
"Kansas City, MO-KS","28140",1985,365,115,173,64,11,2,0,215,115,62,33,60,110,131,0,31
"Kapaa, HI","28180",1985,13,13,0,0,0,0,0,44,29,17,0,0,0,0,0,13
"Kennewick-Richland, WA","28420",1985,37,30,7,0,0,0,0,85,70,27,0,0,0,0,0,37
"Ketchikan, AK","28540",1985,258,165,54,28,11,0,0,200,107,33,0,0,0,258,0,0
"Kingsport-Bristol-Bristol, TN-VA","28700",1985,365,35,73,212,45,0,0,200,154,114,0,5,30,330,0,0
"Knoxville, TN","28940",1985,365,50,136,131,48,0,0,200,154,100,23,0,101,238,0,3
"La Crosse-Onalaska, WI-MN","29100",1985,129,103,24,2,0,0,0,115,61,40,0,0,129,0,0,0
"La Grande, OR","29260",1985,22,17,5,0,0,0,0,71,55,32,0,0,0,0,0,22
"Lafayette, LA","29180",1985,347,267,59,15,6,0,0,172,80,37,0,0,347,0,0,0
"Lafayette-West Lafayette, IN","29200",1985,112,95,17,0,0,0,0,64,54,34,0,0,0,0,0,112
"Lake Charles, LA","29340",1985,365,278,60,19,8,0,0,200,90,40,0,3,326,36,0,0
"Lakeland-Winter Haven, FL","29460",1985,55,41,13,1,0,0,0,107,81,19,0,0,0,55,0,0
"Lancaster, PA","29540",1985,361,239,94,22,6,0,0,182,90,42,0,128,145,88,0,0
"Lansing-East Lansing, MI","29620",1985,363,313,49,0,1,0,0,154,54,36,0,0,152,176,0,35
"Laramie, WY","29660",1985,35,32,3,0,0,0,0,71,49,36,0,0,0,0,0,35
"Las Cruces, NM","29740",1985,365,117,81,108,59,0,0,200,165,94,36,0,96,233,0,0
"Las Vegas-Henderson-Paradise, NV","29820",1985,365,75,187,83,19,1,0,202,136,77,119,75,166,0,0,5
"Lewiston, ID-WA","30300",1985,5,3,2,0,0,0,0,80,80,35,0,0,0,0,0,5
"Lewiston-Auburn, ME","30340",1985,330,261,59,10,0,0,0,128,75,24,0,0,0,330,0,0
"Lexington-Fayette, KY","30460",1985,360,265,74,17,4,0,0,187,84,38,129,16,190,25,0,0
"Lima, OH","30620",1985,365,251,85,27,2,0,0,156,93,41,0,0,234,131,0,0
"Lincoln, NE","30700",1985,352,346,6,0,0,0,0,64,40,16,325,0,27,0,0,0
"Little Rock-North Little Rock-Conway, AR","30780",1985,365,287,61,13,4,0,0,174,74,40,0,50,305,1,0,9
"Longview, TX","30980",1985,345,246,70,25,4,0,0,187,93,40,0,4,305,36,0,0
"Longview, WA","31020",1985,344,325,16,3,0,0,0,107,43,14,0,0,0,344,0,0
"Los Angeles-Long Beach-Anaheim, CA","31080",1985,365,10,81,91,42,141,0,298,269,151,41,106,216,0,0,2
"Louisville/Jefferson County, KY-IN","31140",1985,365,22,100,175,65,3,0,232,170,111,6,1,45,313,0,0
"Lubbock, TX","31180",1985,59,52,7,0,0,0,0,60,51,32,0,0,0,0,0,59
"Lumberton, NC","31300",1985,210,129,62,14,5,0,0,195,100,47,0,0,210,0,0,0
"Madison, IN","31500",1985,365,106,95,110,54,0,0,200,161,89,0,2,0,358,0,5
"Madison, WI","31540",1985,365,220,127,17,1,0,0,156,85,46,17,1,171,176,0,0
"Manchester-Nashua, NH","31700",1985,365,81,242,36,6,0,0,174,105,66,235,0,64,66,0,0
"Manitowoc, WI","31820",1985,179,117,32,20,9,1,0,209,129,44,0,0,179,0,0,0
"Mansfield, OH","31900",1985,299,256,39,4,0,0,0,132,56,20,0,0,0,299,0,0
"Marietta, OH","31930",1985,314,208,90,16,0,0,0,139,87,36,0,0,0,314,0,0
"Marinette, WI-MI","31940",1985,363,201,52,76,34,0,0,200,148,34,0,0,0,363,0,0
"Marquette, MI","32100",1985,365,352,11,2,0,0,0,143,27,0,0,0,0,365,0,0
"Mason City, IA","32380",1985,26,25,1,0,0,0,0,54,32,18,0,0,0,0,0,26
"Maysville, KY","32500",1985,15,15,0,0,0,0,0,44,41,19,0,0,0,0,0,15
"Medford, OR","32780",1985,365,50,277,25,9,4,0,240,108,67,320,0,18,0,0,27
"Memphis, TN-MS-AR","32820",1985,365,75,132,124,32,2,0,203,146,91,77,8,63,217,0,0
"Merced, CA","32900",1985,14,9,5,0,0,0,0,72,67,48,0,0,0,0,0,14
"Mexico, MO","33020",1985,25,22,3,0,0,0,0,56,54,22,0,0,0,0,0,25
"Miami-Fort Lauderdale-West Palm Beach, FL","33100",1985,365,165,180,15,4,1,0,205,87,52,227,11,120,0,0,7
"Michigan City-La Porte, IN","33140",1985,365,132,143,80,10,0,0,200,117,62,0,0,0,365,0,0
"Milwaukee-Waukesha-West Allis, WI","33340",1985,365,151,116,84,14,0,0,200,120,60,8,75,94,178,0,10
"Minneapolis-St. Paul-Bloomington, MN-WI","33460",1985,365,35,170,135,23,2,0,232,142,93,94,9,43,218,0,1
"Missoula, MT","33540",1985,176,137,33,5,1,0,0,152,71,19,153,0,0,12,0,11
"Mobile, AL","33660",1985,302,193,75,31,3,0,0,198,101,44,0,0,204,75,0,23
"Modesto, CA","33700",1985,365,188,87,50,30,10,0,218,154,49,27,128,209,1,0,0
"Monroe, LA","33740",1985,360,291,52,15,2,0,0,154,71,35,0,0,338,22,0,0
"Morgantown, WV","34060",1985,353,213,113,24,3,0,0,192,92,43,0,0,0,353,0,0
"Mount Pleasant, MI","34380",1985,160,138,12,7,3,0,0,200,62,13,0,0,0,160,0,0
"Mount Vernon-Anacortes, WA","34580",1985,333,187,97,44,5,0,0,200,103,43,0,0,0,333,0,0
"Muscatine, IA","34700",1985,212,173,13,19,7,0,0,200,109,6,0,0,0,212,0,0
"Muskegon, MI","34740",1985,365,250,82,23,7,3,0,215,97,39,29,0,152,184,0,0
"Muskogee, OK","34780",1985,202,173,13,16,0,0,0,124,72,6,0,0,0,202,0,0
"Napa, CA","34900",1985,364,323,38,3,0,0,0,150,52,35,51,135,178,0,0,0
"Nashville-Davidson--Murfreesboro--Franklin, TN","34980",1985,365,46,175,108,34,2,0,216,150,87,84,0,54,227,0,0
"New Castle, PA","35260",1985,353,199,119,32,3,0,0,164,100,47,8,92,130,114,0,9
"New Haven-Milford, CT","35300",1985,365,95,166,86,14,4,0,227,127,72,2,105,68,183,0,7
"New Orleans-Metairie, LA","35380",1985,365,153,160,40,10,2,0,202,112,53,87,86,172,20,0,0
"New Philadelphia-Dover, OH","35420",1985,309,122,90,72,25,0,0,200,146,69,0,0,0,309,0,0
"New York-Newark-Jersey City, NY-NJ-PA","35620",1985,365,0,128,163,50,24,0,249,177,108,158,20,89,97,0,1
"Newport, OR","35440",1985,33,33,0,0,0,0,0,46,33,15,0,0,0,0,0,33
"Nogales, AZ","35700",1985,19,11,8,0,0,0,0,78,67,49,0,0,0,0,0,19
"Norwich-New London, CT","35980",1985,363,232,80,27,15,9,0,245,115,44,0,0,178,185,0,0
"Odessa, TX","36220",1985,122,119,3,0,0,0,0,54,41,25,0,0,0,0,0,122
"Ogden-Clearfield, UT","36260",1985,365,103,206,43,13,0,0,192,116,65,92,72,148,53,0,0
"Oklahoma City, OK","36420",1985,365,202,129,26,7,1,0,208,100,48,70,79,211,2,0,3
"Olympia-Tumwater, WA","36500",1985,39,11,23,5,0,0,0,150,121,57,0,0,0,0,0,39
"Omaha-Council Bluffs, NE-IA","36540",1985,365,216,127,20,2,0,0,159,84,44,39,0,212,0,0,114
"Orlando-Kissimmee-Sanford, FL","36740",1985,365,304,54,6,1,0,0,154,64,36,105,17,240,3,0,0
"Oshkosh-Neenah, WI","36780",1985,365,241,87,32,5,0,0,185,101,41,0,0,121,244,0,0
"Owensboro, KY","36980",1985,365,200,104,52,9,0,0,183,110,46,36,43,153,133,0,0
"Oxford, NC","37080",1985,186,100,59,25,2,0,0,166,112,49,0,0,186,0,0,0
"Oxnard-Thousand Oaks-Ventura, CA","37100",1985,365,117,91,67,58,32,0,242,200,87,1,68,296,0,0,0
"Paducah, KY-IL","37140",1985,365,113,147,97,8,0,0,192,126,71,3,31,109,222,0,0
"Parkersburg-Vienna, WV","37620",1985,363,130,139,80,14,0,0,177,124,62,0,0,154,209,0,0
"Payson, AZ","37740",1985,365,38,69,123,135,0,0,200,200,122,0,0,0,358,0,7
"Pensacola-Ferry Pass-Brent, FL","37860",1985,365,233,79,39,14,0,0,200,108,42,18,0,262,85,0,0
"Peoria, IL","37900",1985,365,161,113,80,11,0,0,199,126,61,24,0,109,222,0,10
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","37980",1985,365,18,158,129,38,22,0,236,177,103,10,52,138,165,0,0
"Phoenix-Mesa-Scottsdale, AZ","38060",1985,365,19,78,126,134,8,0,218,200,136,83,4,61,217,0,0
"Pierre, SD","38180",1985,75,74,1,0,0,0,0,57,37,21,0,0,0,0,0,75
"Pittsburgh, PA","38300",1985,365,14,55,209,83,4,0,211,200,124,1,5,27,332,0,0
"Pittsfield, MA","38340",1985,356,263,80,9,4,0,0,172,77,40,0,0,197,159,0,0
"Pocatello, ID","38540",1985,363,125,54,102,82,0,0,200,182,103,0,0,0,363,0,0
"Ponca City, OK","38620",1985,365,205,38,78,44,0,0,200,156,37,0,0,0,365,0,0
"Ponce, PR","38660",1985,310,208,76,26,0,0,0,149,92,37,66,0,0,244,0,0
"Port Angeles, WA","38820",1985,365,188,74,85,18,0,0,200,130,43,0,0,0,365,0,0
"Portland-South Portland, ME","38860",1985,365,148,161,41,9,6,0,243,110,58,27,0,128,194,0,16
"Portland-Vancouver-Hillsboro, OR-WA","38900",1985,365,187,158,15,4,1,0,206,82,50,198,19,104,8,0,36
"Portsmouth, OH","39020",1985,357,298,48,10,1,0,0,159,60,26,0,0,0,357,0,0
"Providence-Warwick, RI-MA","39300",1985,365,46,174,119,15,11,0,218,137,87,34,18,80,233,0,0
"Provo-Orem, UT","39340",1985,365,96,222,42,5,0,0,185,105,64,161,71,114,0,0,19
"Pueblo, CO","39380",1985,291,290,1,0,0,0,0,62,26,13,291,0,0,0,0,0
"Quincy, IL-MO","39500",1985,363,263,67,33,0,0,0,142,97,37,0,0,264,99,0,0
"Racine, WI","39540",1985,365,289,49,18,8,1,0,206,77,31,94,0,151,102,0,18
"Raleigh, NC","39580",1985,365,131,184,46,3,1,0,202,108,60,214,0,151,0,0,0
"Rapid City, SD","39660",1985,156,130,26,0,0,0,0,81,57,33,0,0,0,0,0,156
"Reading, PA","39740",1985,365,152,160,40,13,0,0,192,112,59,3,77,144,141,0,0
"Redding, CA","39820",1985,299,226,46,18,9,0,0,200,93,35,62,29,208,0,0,0
"Reno, NV","39900",1985,365,147,189,24,4,1,0,255,100,56,120,136,65,0,0,44
"Richmond, IN","39980",1985,356,104,64,121,67,0,0,200,181,106,0,0,0,343,0,13
"Richmond, VA","40060",1985,365,165,125,56,17,2,0,207,129,52,5,85,184,89,0,2
"Riverside-San Bernardino-Ontario, CA","40140",1985,365,31,104,58,44,128,0,300,271,136,10,113,242,0,0,0
"Riverton, WY","40180",1985,53,41,12,0,0,0,0,90,78,31,0,0,0,0,0,53
"Roanoke, VA","40220",1985,365,256,85,24,0,0,0,150,90,43,4,66,265,19,0,11
"Rochester, MN","40340",1985,365,274,86,3,0,2,0,214,63,40,277,0,63,25,0,0
"Rochester, NY","40380",1985,365,80,184,93,7,1,0,202,124,74,2,0,93,270,0,0
"Rock Springs, WY","40540",1985,50,48,2,0,0,0,0,54,49,28,0,0,0,0,0,50
"Rockford, IL","40420",1985,363,253,93,15,2,0,0,174,78,42,148,0,202,13,0,0
"Rockland, ME","40500",1985,365,352,12,1,0,0,0,105,31,11,0,0,0,365,0,0
