"CBSA","CBSA Code","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Lexington-Fayette, KY","30460",2014,365,273,92,0,0,0,0,93,64,42,0,47,174,0,144,0
"Lima, OH","30620",2014,365,305,59,1,0,0,0,108,60,36,0,0,185,7,173,0
"Lincoln, NE","30700",2014,265,232,32,1,0,0,0,109,52,36,0,0,190,0,75,0
"Little Rock-North Little Rock-Conway, AR","30780",2014,365,228,134,3,0,0,0,115,67,44,0,7,135,0,223,0
"Logan, UT-ID","30860",2014,365,306,46,13,0,0,0,141,57,42,0,25,234,0,106,0
"Longview, TX","30980",2014,365,335,27,3,0,0,0,120,49,34,0,4,348,13,0,0
"Longview, WA","31020",2014,323,309,14,0,0,0,0,84,42,21,0,0,0,0,323,0
"Los Alamos, NM","31060",2014,117,117,0,0,0,0,0,33,19,10,0,0,0,0,117,0
"Los Angeles-Long Beach-Anaheim, CA","31080",2014,365,23,233,81,26,2,0,205,143,80,0,19,170,0,171,5
"Louisville/Jefferson County, KY-IN","31140",2014,365,114,219,31,1,0,0,169,96,58,0,4,75,72,214,0
"Lubbock, TX","31180",2014,265,232,33,0,0,0,0,100,53,28,0,0,0,0,265,0
"Ludington, MI","31220",2014,183,156,25,2,0,0,0,115,64,39,0,0,183,0,0,0
"Lumberton, NC","31300",2014,120,101,19,0,0,0,0,61,54,35,0,0,0,0,120,0
"Lynchburg, VA","31340",2014,115,101,14,0,0,0,0,63,53,30,0,0,0,0,115,0
"Macon, GA","31420",2014,365,211,152,2,0,0,0,112,64,47,0,0,73,2,290,0
"Madera, CA","31460",2014,365,95,195,60,15,0,0,179,126,67,0,0,221,0,133,11
"Madison, WI","31540",2014,365,255,107,3,0,0,0,112,64,42,0,0,154,0,209,2
"Malone, NY","31660",2014,365,361,4,0,0,0,0,79,42,24,0,82,204,79,0,0
"Manchester-Nashua, NH","31700",2014,365,326,38,1,0,0,0,129,51,38,0,0,323,0,42,0
"Manitowoc, WI","31820",2014,201,180,20,1,0,0,0,119,51,38,0,0,201,0,0,0
"Marietta, OH","31930",2014,200,169,29,2,0,0,0,112,58,42,0,0,200,0,0,0
"Marion, NC","32000",2014,349,304,44,1,0,0,0,106,52,33,0,0,0,0,348,1
"Marshall, MN","32140",2014,364,320,43,1,0,0,0,109,53,34,0,0,194,0,170,0
"Marshall, TX","32220",2014,365,297,67,1,0,0,0,101,56,38,0,0,205,0,160,0
"Mason City, IA","32380",2014,348,346,2,0,0,0,0,52,31,16,0,0,0,0,0,348
"Mayaguez, PR","32420",2014,9,9,0,0,0,0,0,43,43,18,0,0,0,0,9,0
"McAlester, OK","32540",2014,355,269,86,0,0,0,0,93,59,42,0,0,194,0,161,0
"McAllen-Edinburg-Mission, TX","32580",2014,365,271,94,0,0,0,0,88,63,39,0,0,129,0,233,3
"Medford, OR","32780",2014,365,262,101,2,0,0,0,121,66,41,0,0,130,0,235,0
"Memphis, TN-MS-AR","32820",2014,365,234,127,4,0,0,0,136,70,45,0,10,164,0,191,0
"Merced, CA","32900",2014,364,148,158,56,2,0,0,156,113,60,0,2,250,0,110,2
"Meridian, MS","32940",2014,242,228,14,0,0,0,0,71,48,36,0,0,242,0,0,0
"Miami, OK","33060",2014,364,258,105,1,0,0,0,118,63,42,0,0,105,0,239,20
"Miami-Fort Lauderdale-West Palm Beach, FL","33100",2014,365,258,102,5,0,0,0,123,65,44,0,9,147,0,209,0
"Michigan City-La Porte, IN","33140",2014,353,284,64,5,0,0,0,126,64,35,0,0,170,111,72,0
"Middlesborough, KY","33180",2014,266,219,47,0,0,0,0,93,55,41,0,0,234,0,32,0
"Milwaukee-Waukesha-West Allis, WI","33340",2014,365,222,134,9,0,0,0,129,74,46,0,15,139,0,209,2
"Minneapolis-St. Paul-Bloomington, MN-WI","33460",2014,365,216,147,2,0,0,0,124,71,47,0,9,122,1,228,5
"Missoula, MT","33540",2014,365,222,125,16,2,0,0,157,86,43,0,0,145,0,216,4
"Mobile, AL","33660",2014,285,224,55,6,0,0,0,115,67,41,0,0,223,0,61,1
"Modesto, CA","33700",2014,365,142,164,53,6,0,0,164,114,58,0,0,248,0,114,3
"Monroe, LA","33740",2014,364,270,94,0,0,0,0,86,59,40,0,0,166,0,198,0
"Monroe, MI","33780",2014,363,337,26,0,0,0,0,94,45,6,0,0,0,249,114,0
"Montgomery, AL","33860",2014,285,230,55,0,0,0,0,87,58,40,0,0,202,0,83,0
"Morehead City, NC","33980",2014,341,315,26,0,0,0,0,93,49,37,0,0,341,0,0,0
"Morgantown, WV","34060",2014,363,323,40,0,0,0,0,90,51,33,0,0,186,102,75,0
"Morristown, TN","34100",2014,245,190,55,0,0,0,0,93,64,44,0,0,245,0,0,0
"Moses Lake, WA","34180",2014,365,337,27,1,0,0,0,118,46,20,0,0,0,0,365,0
"Mount Vernon, IL","34500",2014,231,185,46,0,0,0,0,93,61,41,0,0,197,0,34,0
"Mount Vernon, OH","34540",2014,214,179,35,0,0,0,0,97,58,41,0,0,214,0,0,0
"Mount Vernon-Anacortes, WA","34580",2014,365,352,13,0,0,0,0,74,43,32,0,1,238,0,126,0
"Muncie, IN","34620",2014,240,204,35,1,0,0,0,130,58,38,0,0,150,0,90,0
"Muscatine, IA","34700",2014,365,171,138,50,6,0,0,171,111,53,0,0,0,123,241,1
"Muskegon, MI","34740",2014,183,147,30,6,0,0,0,129,74,41,0,0,183,0,0,0
"Muskogee, OK","34780",2014,361,310,51,0,0,0,0,94,56,23,0,0,0,74,0,287
"Napa, CA","34900",2014,365,214,151,0,0,0,0,88,65,46,0,0,74,0,291,0
"Naples-Immokalee-Marco Island, FL","34940",2014,365,324,41,0,0,0,0,77,51,36,0,0,219,0,146,0
"Nashville-Davidson--Murfreesboro--Franklin, TN","34980",2014,365,213,145,7,0,0,0,122,71,47,0,21,124,1,219,0
"New Castle, IN","35220",2014,121,88,32,1,0,0,0,119,60,36,0,0,0,0,121,0
"New Castle, PA","35260",2014,365,331,32,2,0,0,0,119,50,35,0,0,327,12,0,26
"New Haven-Milford, CT","35300",2014,365,243,114,8,0,0,0,126,74,44,0,14,197,0,154,0
"New Orleans-Metairie, LA","35380",2014,365,186,162,16,1,0,0,154,87,50,0,3,153,34,175,0
"New York-Newark-Jersey City, NY-NJ-PA","35620",2014,365,131,217,15,2,0,0,187,84,56,0,63,120,1,181,0
"Niles-Benton Harbor, MI","35660",2014,239,172,62,5,0,0,0,133,74,43,0,0,172,0,67,0
"Nogales, AZ","35700",2014,365,267,94,2,2,0,0,199,69,34,0,0,0,0,121,244
"North Port-Sarasota-Bradenton, FL","35840",2014,365,277,87,1,0,0,0,105,64,41,0,1,216,0,148,0
"Norwich-New London, CT","35980",2014,355,281,73,1,0,0,0,104,62,40,0,0,171,0,184,0
"Ocala, FL","36100",2014,365,307,58,0,0,0,0,97,54,39,0,0,199,0,166,0
"Odessa, TX","36220",2014,365,307,58,0,0,0,0,87,56,33,0,0,0,0,365,0
"Ogden-Clearfield, UT","36260",2014,365,213,135,15,2,0,0,172,84,48,0,33,246,0,82,4
"Oklahoma City, OK","36420",2014,365,216,144,5,0,0,0,115,74,48,0,16,212,0,131,6
"Olympia-Tumwater, WA","36500",2014,363,319,44,0,0,0,0,94,54,29,0,0,135,0,228,0
"Omaha-Council Bluffs, NE-IA","36540",2014,365,217,145,3,0,0,0,114,71,46,0,0,152,18,131,64
"Orlando-Kissimmee-Sanford, FL","36740",2014,365,285,78,2,0,0,0,126,61,40,0,2,254,0,109,0
"Othello, WA","36830",2014,346,335,11,0,0,0,0,73,33,15,0,0,0,0,346,0
"Ottawa-Peru, IL","36860",2014,356,356,0,0,0,0,0,20,6,3,0,0,0,356,0,0
"Owensboro, KY","36980",2014,365,270,94,1,0,0,0,105,66,42,0,19,161,20,165,0
"Oxford, NC","37080",2014,214,169,45,0,0,0,0,100,61,43,0,0,214,0,0,0
"Oxnard-Thousand Oaks-Ventura, CA","37100",2014,365,157,193,15,0,0,0,150,87,53,0,1,237,0,123,4
"Paducah, KY-IL","37140",2014,365,276,89,0,0,0,0,97,61,41,0,30,169,5,161,0
"Pahrump, NV","37220",2014,365,339,24,2,0,0,0,143,44,20,0,0,0,0,0,365
"Palatka, FL","37260",2014,364,364,0,0,0,0,0,43,22,13,0,0,0,100,0,264
"Palm Bay-Melbourne-Titusville, FL","37340",2014,365,312,53,0,0,0,0,87,54,39,0,0,274,0,91,0
"Panama City, FL","37460",2014,365,294,71,0,0,0,0,100,59,40,0,0,227,0,138,0
"Parkersburg-Vienna, WV","37620",2014,359,303,56,0,0,0,0,100,54,36,0,0,175,116,68,0
"Payson, AZ","37740",2014,365,97,129,117,22,0,0,200,135,79,0,0,68,254,1,42
"Pensacola-Ferry Pass-Brent, FL","37860",2014,365,265,96,4,0,0,0,136,63,43,0,0,195,1,169,0
"Peoria, IL","37900",2014,365,222,115,24,4,0,0,185,87,46,0,0,160,69,136,0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","37980",2014,365,84,260,18,3,0,0,172,93,59,0,2,97,1,264,1
"Phoenix-Mesa-Scottsdale, AZ","38060",2014,365,22,224,85,18,4,12,881,147,83,0,3,110,0,64,188
"Pittsburgh, PA","38300",2014,365,106,237,21,1,0,0,155,91,58,0,0,72,33,260,0
"Pittsfield, MA","38340",2014,364,242,122,0,0,0,0,92,63,44,0,0,140,0,224,0
"Platteville, WI","38420",2014,361,293,67,1,0,0,0,109,57,30,0,0,0,0,361,0
"Pocatello, ID","38540",2014,365,322,42,0,1,0,0,200,51,31,0,0,0,152,155,58
"Ponca City, OK","38620",2014,365,184,178,3,0,0,0,122,68,50,0,0,92,9,264,0
"Ponce, PR","38660",2014,347,314,33,0,0,0,0,68,48,20,52,0,0,0,30,265
"Port Angeles, WA","38820",2014,365,320,44,1,0,0,0,101,52,38,0,0,218,0,147,0
"Port St. Lucie, FL","38940",2014,365,327,37,1,0,0,0,122,51,38,0,0,276,0,89,0
"Portland-South Portland, ME","38860",2014,365,303,59,3,0,0,0,109,57,38,0,3,250,1,106,5
"Portland-Vancouver-Hillsboro, OR-WA","38900",2014,365,277,80,7,1,0,0,153,67,38,0,7,187,0,171,0
"Portsmouth, OH","39020",2014,365,338,27,0,0,0,0,94,48,19,0,0,0,49,108,208
"Prescott, AZ","39140",2014,280,185,89,6,0,0,0,140,77,44,0,0,242,0,38,0
"Price, UT","39220",2014,365,281,84,0,0,0,0,87,61,44,0,49,316,0,0,0
"Prineville, OR","39260",2014,365,287,68,4,6,0,0,172,73,23,0,0,0,0,365,0
"Providence-Warwick, RI-MA","39300",2014,365,259,103,3,0,0,0,121,61,44,0,25,185,0,153,2
"Provo-Orem, UT","39340",2014,365,235,118,12,0,0,0,140,80,45,0,63,235,0,59,8
"Pueblo, CO","39380",2014,124,119,4,1,0,0,0,110,41,23,0,0,0,0,75,49
"Pullman, WA","39420",2014,363,342,21,0,0,0,0,95,40,19,0,0,0,0,363,0
"Quincy, IL-MO","39500",2014,213,192,21,0,0,0,0,90,50,37,0,0,213,0,0,0
"Raleigh, NC","39580",2014,365,215,150,0,0,0,0,100,64,47,0,3,148,0,214,0
"Rapid City, SD","39660",2014,365,271,94,0,0,0,0,100,58,44,0,0,222,0,33,110
"Reading, PA","39740",2014,365,212,145,8,0,0,0,127,74,46,0,2,179,0,184,0
"Red Bluff, CA","39780",2014,364,235,113,15,1,0,0,151,80,44,0,0,330,0,33,1
"Red Wing, MN","39860",2014,216,198,18,0,0,0,0,97,50,38,0,0,216,0,0,0
"Redding, CA","39820",2014,365,277,82,6,0,0,0,126,71,43,0,0,354,0,9,2
"Reno, NV","39900",2014,365,172,178,7,3,0,5,891,84,51,0,7,244,0,82,32
"Richmond, IN","39980",2014,364,364,0,0,0,0,0,11,9,3,0,0,0,364,0,0
"Richmond, VA","40060",2014,365,267,96,2,0,0,0,122,60,44,0,27,205,5,128,0
"Richmond-Berea, KY","40080",2014,110,94,16,0,0,0,0,73,56,33,0,0,0,0,110,0
"Riverside-San Bernardino-Ontario, CA","40140",2014,365,14,176,120,52,2,1,537,166,97,0,5,204,0,92,64
"Riverton, WY","40180",2014,365,304,60,1,0,0,0,105,54,44,0,0,343,0,22,0
"Roanoke, VA","40220",2014,365,291,73,1,0,0,0,108,56,40,1,14,137,0,213,0
"Rochester, MN","40340",2014,365,304,60,1,0,0,0,103,56,37,0,0,188,4,173,0
"Rochester, NY","40380",2014,365,306,58,1,0,0,0,119,54,38,0,0,261,4,100,0
"Rock Springs, WY","40540",2014,365,246,111,6,2,0,0,197,71,46,0,0,301,3,2,59
"Rockford, IL","40420",2014,342,306,34,2,0,0,0,105,51,34,0,0,330,0,12,0
"Rockland, ME","40500",2014,205,194,11,0,0,0,0,87,47,34,0,0,205,0,0,0
"Rocky Mount, NC","40580",2014,294,254,40,0,0,0,0,84,53,36,0,0,111,0,183,0
"Rome, GA","40660",2014,365,136,228,1,0,0,0,109,72,54,0,0,0,8,357,0
"Roseburg, OR","40700",2014,364,330,34,0,0,0,0,75,49,20,0,0,0,0,364,0
"Roswell, NM","40740",2014,114,103,11,0,0,0,0,75,49,22,0,0,0,0,114,0
"Ruidoso, NM","40760",2014,102,97,5,0,0,0,0,56,26,13,0,0,0,0,102,0
"Rutland, VT","40860",2014,364,274,87,3,0,0,0,114,65,30,0,50,0,2,312,0
"Sacramento--Roseville--Arden-Arcade, CA","40900",2014,365,118,190,50,6,1,0,240,112,60,0,0,235,0,127,3
"Salem, OH","41400",2014,365,364,1,0,0,0,0,59,21,6,0,0,0,312,0,53
"Salem, OR","41420",2014,365,308,56,0,1,0,0,154,56,31,0,0,134,0,231,0
"Salinas, CA","41500",2014,365,337,28,0,0,0,0,100,48,37,0,0,263,0,73,29
"Salisbury, MD-DE","41540",2014,365,261,103,1,0,0,0,105,64,43,0,0,244,0,121,0
"Salt Lake City, UT","41620",2014,365,219,123,21,2,0,0,154,84,48,0,53,244,0,66,2
"San Antonio-New Braunfels, TX","41700",2014,365,203,156,6,0,0,0,136,75,48,0,7,184,0,173,1
"San Diego-Carlsbad, CA","41740",2014,365,89,237,37,2,0,0,165,101,61,0,17,208,0,125,15
"San Francisco-Oakland-Hayward, CA","41860",2014,365,200,155,10,0,0,0,133,74,48,0,14,116,0,235,0
"San Jose-Sunnyvale-Santa Clara, CA","41940",2014,365,244,112,8,1,0,0,154,77,44,0,8,263,0,93,1
"San Juan-Carolina-Caguas, PR","41980",2014,365,329,35,0,0,1,0,253,50,27,22,0,117,9,14,203
"San Luis Obispo-Paso Robles-Arroyo Grande, CA","42020",2014,365,138,213,14,0,0,0,126,87,55,0,0,179,0,172,14
"Sandpoint, ID","41760",2014,321,319,2,0,0,0,0,62,22,10,0,0,0,0,0,321
"Sanford, NC","41820",2014,365,262,102,1,0,0,0,108,61,44,0,1,210,0,154,0
"Santa Cruz-Watsonville, CA","42100",2014,365,301,52,12,0,0,0,136,66,35,0,0,244,0,121,0
"Santa Fe, NM","42140",2014,365,306,59,0,0,0,0,87,56,43,0,0,358,0,7,0
"Santa Maria-Santa Barbara, CA","42200",2014,365,223,135,5,2,0,0,159,64,47,0,2,247,1,107,8
"Santa Rosa, CA","42220",2014,365,314,51,0,0,0,0,81,54,37,0,0,227,0,136,2
"Sault Ste. Marie, MI","42300",2014,324,289,35,0,0,0,0,77,51,31,0,0,133,0,191,0
"Savannah, GA","42340",2014,365,251,112,2,0,0,0,114,60,43,0,0,53,91,221,0
"Sayre, PA","42380",2014,365,365,0,0,0,0,0,50,41,30,0,1,364,0,0,0
"Scottsbluff, NE","42420",2014,98,94,4,0,0,0,0,80,39,18,0,0,0,0,98,0
"Scranton--Wilkes-Barre--Hazleton, PA","42540",2014,365,260,105,0,0,0,0,100,61,44,0,5,179,0,181,0
"Seattle-Tacoma-Bellevue, WA","42660",2014,365,233,125,7,0,0,0,150,78,45,0,63,153,0,149,0
"Sebastian-Vero Beach, FL","42680",2014,349,315,33,1,0,0,0,105,50,37,0,0,349,0,0,0
"Sebring, FL","42700",2014,350,327,23,0,0,0,0,77,47,32,0,0,350,0,0,0
"Seneca, SC","42860",2014,358,317,41,0,0,0,0,90,51,34,0,0,200,93,65,0
"Sevierville, TN","42940",2014,358,282,76,0,0,0,0,97,67,44,0,0,358,0,0,0
"Seymour, IN","42980",2014,181,147,34,0,0,0,0,93,58,42,0,0,181,0,0,0
"Sheboygan, WI","43100",2014,201,161,35,5,0,0,0,129,71,41,0,0,201,0,0,0
"Shelton, WA","43220",2014,365,343,22,0,0,0,0,77,42,20,0,0,0,0,365,0
"Sheridan, WY","43260",2014,365,343,22,0,0,0,0,82,47,38,0,0,295,0,34,36
"Show Low, AZ","43320",2014,365,272,91,2,0,0,0,101,64,44,0,0,359,0,1,5
"Shreveport-Bossier City, LA","43340",2014,364,253,110,1,0,0,0,112,62,43,0,0,157,0,206,1
"Sierra Vista-Douglas, AZ","43420",2014,365,225,135,5,0,0,0,137,67,47,0,0,264,0,18,83
"Silver City, NM","43500",2014,365,326,39,0,0,0,0,90,51,41,0,0,307,55,0,3
"Sioux City, IA-NE-SD","43580",2014,365,293,70,2,0,0,0,108,58,37,0,0,186,0,165,14
"Sioux Falls, SD","43620",2014,362,292,68,2,0,0,0,105,61,39,0,4,247,0,94,17
"Somerset, KY","43700",2014,286,230,56,0,0,0,0,100,58,41,0,0,211,0,75,0
"Somerset, PA","43740",2014,362,346,16,0,0,0,0,97,47,36,0,0,362,0,0,0
"Sonora, CA","43760",2014,334,214,104,16,0,0,0,133,87,46,0,0,334,0,0,0
"South Bend-Mishawaka, IN-MI","43780",2014,365,218,143,4,0,0,0,129,74,46,0,18,136,0,211,0
"Spartanburg, SC","43900",2014,364,264,99,1,0,0,0,116,59,42,0,0,124,0,240,0
"Spokane-Spokane Valley, WA","44060",2014,365,225,135,4,1,0,0,154,69,44,0,0,118,0,204,43
"Springfield, IL","44100",2014,365,332,33,0,0,0,0,78,50,33,0,0,319,11,35,0
"Springfield, MA","44140",2014,365,247,118,0,0,0,0,100,63,43,0,2,177,0,186,0
"Springfield, MO","44180",2014,365,262,103,0,0,0,0,85,61,40,0,0,136,26,191,12
"Springfield, OH","44220",2014,365,233,131,1,0,0,0,105,67,44,0,0,144,2,219,0
"St. Cloud, MN","41060",2014,358,318,40,0,0,0,0,87,53,33,0,0,199,0,159,0
"St. George, UT","41100",2014,365,289,75,1,0,0,0,101,61,44,0,0,362,0,2,1
"St. Joseph, MO-KS","41140",2014,364,230,131,3,0,0,0,141,66,45,0,0,106,0,252,6
"St. Louis, MO-IL","41180",2014,365,136,208,21,0,0,0,148,89,56,0,14,123,11,201,16
"St. Marys, PA","41260",2014,364,343,20,1,0,0,0,115,48,36,0,0,364,0,0,0
"State College, PA","44300",2014,365,261,104,0,0,0,0,90,62,43,0,1,192,0,172,0
"Steamboat Springs, CO","44460",2014,346,334,12,0,0,0,0,65,35,15,0,0,0,0,0,346
"Stockton-Lodi, CA","44700",2014,365,159,172,33,1,0,0,152,99,54,0,2,224,0,133,6
"Summerville, GA","44900",2014,245,227,18,0,0,0,0,77,49,36,0,0,245,0,0,0
"Syracuse, NY","45060",2014,365,333,32,0,0,0,0,97,49,34,0,0,308,0,57,0
"Tahlequah, OK","45140",2014,284,259,25,0,0,0,0,77,50,38,0,0,284,0,0,0
"Talladega-Sylacauga, AL","45180",2014,108,86,22,0,0,0,0,79,56,37,0,0,0,0,108,0
"Tallahassee, FL","45220",2014,365,246,117,0,2,0,0,157,62,43,0,0,140,0,225,0
"Tampa-St. Petersburg-Clearwater, FL","45300",2014,365,225,133,7,0,0,0,115,75,46,0,2,176,18,169,0
"Taos, NM","45340",2014,356,354,2,0,0,0,0,54,26,14,0,0,0,0,348,8
"Terre Haute, IN","45460",2014,365,164,184,17,0,0,0,143,84,52,0,0,65,79,221,0
"Texarkana, TX-AR","45500",2014,117,88,29,0,0,0,0,72,58,39,0,0,0,0,117,0
"The Dalles, OR","45520",2014,365,332,32,1,0,0,0,101,47,18,0,0,0,0,365,0
"Toledo, OH","45780",2014,364,239,120,5,0,0,0,135,70,44,0,0,112,3,249,0
"Topeka, KS","45820",2014,365,313,51,1,0,0,0,105,54,38,0,0,307,0,47,11
"Torrington, CT","45860",2014,365,294,69,2,0,0,0,129,58,41,0,1,260,0,104,0
"Traverse City, MI","45900",2014,175,150,22,3,0,0,0,105,61,39,0,0,175,0,0,0
"Trenton, NJ","45940",2014,365,253,106,6,0,0,0,119,68,43,0,0,204,0,161,0
"Truckee-Grass Valley, CA","46020",2014,365,214,117,33,1,0,0,163,100,46,0,0,358,0,7,0
"Tucson, AZ","46060",2014,365,220,142,3,0,0,0,129,74,48,0,5,247,0,28,85
"Tulsa, OK","46140",2014,365,221,142,2,0,0,0,112,68,45,0,2,216,1,145,1
"Tupelo, MS","46180",2014,244,233,11,0,0,0,0,87,48,37,0,0,244,0,0,0
"Tuscaloosa, AL","46220",2014,280,251,29,0,0,0,0,93,52,36,0,0,190,0,90,0
"Tyler, TX","46340",2014,365,329,36,0,0,0,0,100,50,34,0,3,362,0,0,0
"Ukiah, CA","46380",2014,365,292,73,0,0,0,0,95,58,38,0,0,166,0,198,1
"Urban Honolulu, HI","46520",2014,357,346,10,0,1,0,0,195,42,29,0,1,229,4,107,16
"Utica-Rome, NY","46540",2014,365,320,45,0,0,0,0,100,52,36,0,0,262,1,102,0
"Valdosta, GA","46660",2014,339,245,94,0,0,0,0,88,60,38,0,0,0,0,339,0
"Vallejo-Fairfield, CA","46700",2014,365,254,108,3,0,0,0,124,67,43,0,1,172,0,192,0
"Vernal, UT","46860",2014,365,235,122,6,2,0,0,164,71,48,0,2,347,0,16,0
"Victoria, TX","47020",2014,358,340,18,0,0,0,0,93,45,30,0,0,358,0,0,0
"Vincennes, IN","47180",2014,348,313,35,0,0,0,0,90,51,34,0,0,348,0,0,0
"Vineland-Bridgeton, NJ","47220",2014,364,342,21,1,0,0,0,101,48,35,0,0,364,0,0,0
"Vineyard Haven, MA","47240",2014,358,339,19,0,0,0,0,87,45,35,0,0,339,0,19,0
"Virginia Beach-Norfolk-Newport News, VA-NC","47260",2014,365,265,100,0,0,0,0,97,61,42,0,20,182,16,147,0
"Visalia-Porterville, CA","47300",2014,365,70,171,97,27,0,0,169,145,84,0,0,223,0,141,1
"Wabash, IN","47340",2014,336,304,30,2,0,0,0,108,50,36,0,0,336,0,0,0
"Waco, TX","47380",2014,365,296,68,1,0,0,0,105,61,41,2,3,231,0,129,0
"Walla Walla, WA","47460",2014,361,336,25,0,0,0,0,72,43,18,0,0,0,0,361,0
"Walterboro, SC","47500",2014,336,298,37,0,1,0,0,152,51,35,0,0,167,0,169,0
"Warner Robins, GA","47580",2014,348,202,143,3,0,0,0,129,64,46,0,0,0,0,348,0
"Warren, PA","47620",2014,365,295,52,17,1,0,0,156,74,16,0,0,0,365,0,0
"Washington Court House, OH","47920",2014,346,314,30,2,0,0,0,122,50,37,0,0,346,0,0,0
"Washington, IN","47780",2014,334,285,32,15,2,0,0,195,70,7,0,0,0,334,0,0
"Washington, NC","47820",2014,360,359,1,0,0,0,0,90,13,1,0,0,0,360,0,0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","47900",2014,365,175,180,9,1,0,0,154,77,51,0,18,181,0,166,0
"Waterloo-Cedar Falls, IA","47940",2014,364,182,181,1,0,0,0,117,69,51,0,0,78,0,286,0
"Watertown, SD","47980",2014,365,342,23,0,0,0,0,85,44,20,0,0,0,0,156,209
"Watertown-Fort Atkinson, WI","48020",2014,195,161,30,4,0,0,0,126,64,42,0,0,195,0,0,0
"Watertown-Fort Drum, NY","48060",2014,363,352,10,1,0,0,0,119,44,32,0,0,363,0,0,0
"Wausau, WI","48140",2014,194,179,14,1,0,0,0,101,49,38,0,0,194,0,0,0
"Weirton-Steubenville, WV-OH","48260",2014,365,163,194,8,0,0,0,150,77,52,0,0,99,25,241,0
"Wenatchee, WA","48300",2014,362,275,79,6,2,0,0,153,64,25,0,0,0,0,362,0
"Wheeling, WV-OH","48540",2014,365,198,166,1,0,0,0,120,68,48,0,0,87,24,254,0
"Whitewater-Elkhorn, WI","48580",2014,193,159,30,4,0,0,0,140,61,40,0,0,193,0,0,0
"Wichita Falls, TX","48660",2014,49,48,1,0,0,0,0,54,30,20,0,0,0,0,49,0
"Wichita, KS","48620",2014,365,258,103,4,0,0,0,150,63,43,0,17,267,0,44,37
"Williamsport, PA","48700",2014,365,344,21,0,0,0,0,93,47,35,0,0,364,0,0,1
"Williston, ND","48780",2014,365,302,51,10,2,0,0,178,58,36,0,0,216,40,72,37
"Wilmington, NC","48900",2014,365,303,62,0,0,0,0,93,57,38,0,0,185,20,160,0
"Wilmington, OH","48940",2014,212,163,47,2,0,0,0,122,64,44,0,0,212,0,0,0
"Winchester, VA-WV","49020",2014,362,282,80,0,0,0,0,92,58,39,0,0,153,0,209,0
"Winona, MN","49100",2014,356,292,63,1,0,0,0,110,57,30,0,0,0,0,356,0
"Winston-Salem, NC","49180",2014,365,200,164,1,0,0,0,105,74,49,0,5,149,0,211,0
"Worcester, MA-CT","49340",2014,365,289,74,2,0,0,0,115,59,40,0,15,248,0,98,4
"Yakima, WA","49420",2014,365,270,86,7,2,0,0,156,67,30,0,0,0,0,364,1
"York-Hanover, PA","49620",2014,365,232,132,1,0,0,0,108,68,46,0,7,169,1,188,0
"Youngstown-Warren-Boardman, OH-PA","49660",2014,365,161,198,6,0,0,0,126,71,52,0,0,96,10,259,0
"Yuba City, CA","49700",2014,365,182,170,12,1,0,0,156,82,51,0,5,200,0,159,1
"Yuma, AZ","49740",2014,365,221,127,12,3,2,0,284,84,47,0,0,194,0,45,126
